-5.000000000000000000e-01	5.000000000000000000e-01
-4.905919860863325321e-01	4.943466700436319194e-01
-4.812115356942738287e-01	5.000456187043459400e-01
-4.729688979254164649e-01	4.952406756876408522e-01
-4.635765517393135582e-01	4.935636581257843991e-01
-4.637493771664421005e-01	4.831470070094686653e-01
-4.561048638558044543e-01	4.760690196295148113e-01
-4.524257928588750755e-01	4.656212494680736502e-01
-4.414839350835800813e-01	4.638986894046902565e-01
-4.316406229756575841e-01	4.671923730452067214e-01
-4.221830362800491621e-01	4.714694279984227299e-01
-4.120358927361834622e-01	4.677330307879590254e-01
-4.055698108207801411e-01	4.590661414453245381e-01
-3.962553714950672878e-01	4.622894284340091087e-01
-3.914129981715018802e-01	4.708742860076111092e-01
-3.816824554170733519e-01	4.708560345703097783e-01
-3.739390471435004026e-01	4.767486930297392678e-01
-3.717790102328070168e-01	4.670319193677204272e-01
-3.682319614328682933e-01	4.577313874116808456e-01
-3.609450323856715492e-01	4.500785913153309004e-01
-3.602953044737438049e-01	4.395314364064633050e-01
-3.484232880131415966e-01	4.443493380551181704e-01
-3.393390188607993130e-01	4.353142395440490198e-01
-3.380581790818296128e-01	4.232107470798256443e-01
-3.271946984848982942e-01	4.177225898580435581e-01
-3.218410617083597991e-01	4.281267829640816314e-01
-3.104394241127927945e-01	4.307557221155626781e-01
-3.018337437534595047e-01	4.226421273921014965e-01
-2.901536920090498350e-01	4.245034562269676681e-01
-2.796182795820549849e-01	4.266684762297483502e-01
-2.733455592628897812e-01	4.354054783710351040e-01
-2.630272451473713025e-01	4.372493023084856878e-01
-2.534604336831195459e-01	4.329663814235888974e-01
-2.443975374838853187e-01	4.431354593655590368e-01
-2.309631236991990799e-01	4.408854015952365923e-01
-2.248174030938009382e-01	4.300037133881440266e-01
-2.135599730301349086e-01	4.245768092653811054e-01
-2.027490803588130608e-01	4.271119340926267105e-01
-1.958509455269406563e-01	4.358135427991743360e-01
-1.916777692017280765e-01	4.455242732903436642e-01
-1.852265430145066394e-01	4.538965709436016405e-01
-1.776957895996719161e-01	4.463871814289969153e-01
-1.673556365276137603e-01	4.488740292979885860e-01
-1.569604854984003039e-01	4.458247695216567830e-01
-1.547885004401950981e-01	4.352115875760456110e-01
-1.487448316003588955e-01	4.280368123743304443e-01
-1.412905261963781633e-01	4.223414929640657012e-01
-1.318470269312564946e-01	4.221803194881039167e-01
-1.229297820959542320e-01	4.190677000434908095e-01
-1.146152373020217774e-01	4.101498826918850704e-01
-1.031447828824630375e-01	4.142836215389501531e-01
-9.369053102244945253e-02	4.180519917127528684e-01
-8.424338891885280178e-02	4.218381504619109768e-01
