-1.000000000000000000e+00	5.773502691896257311e-01
-9.972565157750342690e-01	5.773502691896257311e-01
-9.958847736625514591e-01	5.797261962233278831e-01
-9.945130315500685381e-01	5.773502691896257311e-01
-9.917695473251029181e-01	5.773502691896257311e-01
-9.903978052126199971e-01	5.797261962233278831e-01
-9.917695473251029181e-01	5.821021232570300352e-01
-9.890260631001371872e-01	5.821021232570300352e-01
-9.876543209876542662e-01	5.844780502907321873e-01
-9.862825788751714562e-01	5.821021232570300352e-01
-9.835390946502057252e-01	5.821021232570300352e-01
-9.849108367626886462e-01	5.797261962233278831e-01
-9.835390946502057252e-01	5.773502691896257311e-01
-9.807956104252401053e-01	5.773502691896257311e-01
-9.794238683127571843e-01	5.797261962233278831e-01
-9.780521262002743743e-01	5.773502691896257311e-01
-9.753086419753086433e-01	5.773502691896257311e-01
-9.739368998628258334e-01	5.797261962233278831e-01
-9.753086419753086433e-01	5.821021232570300352e-01
-9.725651577503429124e-01	5.821021232570300352e-01
-9.711934156378601024e-01	5.844780502907321873e-01
-9.725651577503429124e-01	5.868539773244343394e-01
-9.753086419753086433e-01	5.868539773244343394e-01
-9.739368998628258334e-01	5.892299043581366025e-01
-9.753086419753086433e-01	5.916058313918387546e-01
-9.725651577503429124e-01	5.916058313918387546e-01
-9.711934156378601024e-01	5.939817584255409066e-01
-9.698216735253771814e-01	5.916058313918387546e-01
-9.670781893004115615e-01	5.916058313918387546e-01
-9.657064471879286405e-01	5.939817584255409066e-01
-9.670781893004115615e-01	5.963576854592430587e-01
-9.643347050754458305e-01	5.963576854592430587e-01
-9.629629629629630205e-01	5.987336124929452108e-01
-9.615912208504800995e-01	5.963576854592430587e-01
-9.588477366255143686e-01	5.963576854592430587e-01
-9.602194787379972896e-01	5.939817584255409066e-01
-9.588477366255143686e-01	5.916058313918387546e-01
-9.561042524005487486e-01	5.916058313918387546e-01
-9.547325102880658276e-01	5.939817584255409066e-01
-9.533607681755830177e-01	5.916058313918387546e-01
-9.506172839506172867e-01	5.916058313918387546e-01
-9.519890260631000967e-01	5.892299043581366025e-01
-9.506172839506172867e-01	5.868539773244343394e-01
-9.533607681755830177e-01	5.868539773244343394e-01
-9.547325102880658276e-01	5.844780502907321873e-01
-9.533607681755830177e-01	5.821021232570300352e-01
-9.506172839506172867e-01	5.821021232570300352e-01
-9.519890260631000967e-01	5.797261962233278831e-01
-9.506172839506172867e-01	5.773502691896257311e-01
-9.478737997256515557e-01	5.773502691896257311e-01
-9.465020576131687458e-01	5.797261962233278831e-01
-9.451303155006858248e-01	5.773502691896257311e-01
-9.423868312757202048e-01	5.773502691896257311e-01
-9.410150891632372838e-01	5.797261962233278831e-01
-9.423868312757202048e-01	5.821021232570300352e-01
-9.396433470507544738e-01	5.821021232570300352e-01
-9.382716049382716639e-01	5.844780502907321873e-01
-9.368998628257887429e-01	5.821021232570300352e-01
-9.341563786008230119e-01	5.821021232570300352e-01
-9.355281207133059329e-01	5.797261962233278831e-01
-9.341563786008230119e-01	5.773502691896257311e-01
-9.314128943758573920e-01	5.773502691896257311e-01
-9.300411522633744710e-01	5.797261962233278831e-01
-9.286694101508916610e-01	5.773502691896257311e-01
-9.259259259259259300e-01	5.773502691896257311e-01
-9.245541838134431201e-01	5.797261962233278831e-01
-9.259259259259259300e-01	5.821021232570300352e-01
-9.231824417009601991e-01	5.821021232570300352e-01
-9.218106995884773891e-01	5.844780502907321873e-01
-9.231824417009601991e-01	5.868539773244343394e-01
